"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2019","YEAR","","COUNTY","IOWA","19","WEST CENTRAL","40","CARROLL","027","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","39,990,000",""
"SURVEY","2019","YEAR","","COUNTY","IOWA","19","WEST CENTRAL","40","CRAWFORD","047","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","47,639,000",""
"SURVEY","2019","YEAR","","COUNTY","IOWA","19","WEST CENTRAL","40","GREENE","073","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","34,956,000",""
"SURVEY","2019","YEAR","","COUNTY","IOWA","19","WEST CENTRAL","40","GUTHRIE","077","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","21,671,000",""
"SURVEY","2019","YEAR","","COUNTY","IOWA","19","WEST CENTRAL","40","MONONA","133","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","34,861,000",""
"SURVEY","2019","YEAR","","COUNTY","IOWA","19","WEST CENTRAL","40","OTHER (COMBINED) COUNTIES","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","62,455,000",""
"SURVEY","2019","YEAR","","COUNTY","IOWA","19","WEST CENTRAL","40","SAC","161","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","37,062,000",""
"SURVEY","2019","YEAR","","COUNTY","IOWA","19","WEST CENTRAL","40","SHELBY","165","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","37,139,000",""
"SURVEY","2019","YEAR","","COUNTY","IOWA","19","WEST CENTRAL","40","WOODBURY","193","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","43,632,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","29,516,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","CENTRAL","50","DALLAS","049","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","22,584,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","CENTRAL","50","GRUNDY","075","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","35,179,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","CENTRAL","50","HAMILTON","079","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","35,912,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","CENTRAL","50","HARDIN","083","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","39,012,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","CENTRAL","50","JASPER","099","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","37,453,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","CENTRAL","50","MARSHALL","127","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","33,740,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","CENTRAL","50","POLK","153","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","14,115,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","CENTRAL","50","POWESHIEK","157","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","30,404,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","CENTRAL","50","STORY","169","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","30,338,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","CENTRAL","50","TAMA","171","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","37,960,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","CENTRAL","50","WEBSTER","187","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","36,311,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","EAST CENTRAL","60","BENTON","011","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","39,682,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","EAST CENTRAL","60","CEDAR","031","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","33,635,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","EAST CENTRAL","60","CLINTON","045","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","39,228,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","EAST CENTRAL","60","IOWA","095","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","26,064,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","EAST CENTRAL","60","JACKSON","097","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","23,394,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","EAST CENTRAL","60","JOHNSON","103","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","22,223,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","EAST CENTRAL","60","JONES","105","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","31,066,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","EAST CENTRAL","60","LINN","113","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","31,908,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","EAST CENTRAL","60","MUSCATINE","139","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","18,986,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","EAST CENTRAL","60","SCOTT","163","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","23,111,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","NORTH CENTRAL","20","BUTLER","023","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","34,440,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","NORTH CENTRAL","20","CERRO GORDO","033","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","29,562,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","NORTH CENTRAL","20","FLOYD","067","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","25,114,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","NORTH CENTRAL","20","FRANKLIN","069","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","39,592,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","NORTH CENTRAL","20","HANCOCK","081","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","32,061,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","NORTH CENTRAL","20","HUMBOLDT","091","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","21,385,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","NORTH CENTRAL","20","KOSSUTH","109","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","53,238,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","NORTH CENTRAL","20","MITCHELL","131","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","26,970,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","NORTH CENTRAL","20","WINNEBAGO","189","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","21,337,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","NORTH CENTRAL","20","WORTH","195","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","19,802,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","NORTH CENTRAL","20","WRIGHT","197","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","32,405,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","NORTHEAST","30","ALLAMAKEE","005","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","14,623,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","NORTHEAST","30","BLACK HAWK","013","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","29,386,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","NORTHEAST","30","BREMER","017","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","25,470,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","NORTHEAST","30","BUCHANAN","019","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","38,293,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","NORTHEAST","30","CHICKASAW","037","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","27,624,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","NORTHEAST","30","CLAYTON","043","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","28,171,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","NORTHEAST","30","DELAWARE","055","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","40,411,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","NORTHEAST","30","DUBUQUE","061","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","29,953,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","NORTHEAST","30","FAYETTE","065","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","37,097,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","NORTHEAST","30","HOWARD","089","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","23,462,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","NORTHEAST","30","WINNESHIEK","191","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","29,504,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","NORTHWEST","10","BUENA VISTA","021","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","31,166,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","NORTHWEST","10","CHEROKEE","035","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","30,455,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","NORTHWEST","10","CLAY","041","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","22,496,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","NORTHWEST","10","DICKINSON","059","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","13,920,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","NORTHWEST","10","EMMET","063","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","16,889,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","NORTHWEST","10","LYON","119","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","31,691,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","NORTHWEST","10","O BRIEN","141","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","31,395,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","NORTHWEST","10","OSCEOLA","143","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","20,242,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","NORTHWEST","10","PALO ALTO","147","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","25,163,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","NORTHWEST","10","PLYMOUTH","149","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","45,869,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","NORTHWEST","10","POCAHONTAS","151","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","31,475,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","NORTHWEST","10","SIOUX","167","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","44,494,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","SOUTH CENTRAL","80","CLARKE","039","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","4,822,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","SOUTH CENTRAL","80","DECATUR","053","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","5,675,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","SOUTH CENTRAL","80","MADISON","121","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","11,492,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","SOUTH CENTRAL","80","MARION","125","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","13,845,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","SOUTH CENTRAL","80","MONROE","135","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","4,342,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","SOUTH CENTRAL","80","OTHER (COMBINED) COUNTIES","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","8,028,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","SOUTH CENTRAL","80","RINGGOLD","159","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","7,483,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","SOUTH CENTRAL","80","UNION","175","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","8,364,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","SOUTH CENTRAL","80","WARREN","181","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","9,767,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","SOUTH CENTRAL","80","WAYNE","185","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","9,009,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","SOUTHEAST","90","DES MOINES","057","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","13,563,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","SOUTHEAST","90","HENRY","087","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","15,116,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","SOUTHEAST","90","JEFFERSON","101","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","13,894,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","SOUTHEAST","90","KEOKUK","107","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","23,857,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","SOUTHEAST","90","LEE","111","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","14,451,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","SOUTHEAST","90","LOUISA","115","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","15,481,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","SOUTHEAST","90","MAHASKA","123","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","26,715,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","SOUTHEAST","90","OTHER (COMBINED) COUNTIES","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","16,359,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","SOUTHEAST","90","VAN BUREN","177","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","8,737,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","SOUTHEAST","90","WASHINGTON","183","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","25,271,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","SOUTHWEST","70","ADAIR","001","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","15,414,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","SOUTHWEST","70","ADAMS","003","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","11,824,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","SOUTHWEST","70","CASS","029","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","21,193,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","SOUTHWEST","70","FREMONT","071","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","22,146,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","SOUTHWEST","70","MONTGOMERY","137","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","17,561,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","SOUTHWEST","70","OTHER (COMBINED) COUNTIES","","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","65,092,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","SOUTHWEST","70","PAGE","145","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","21,401,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","SOUTHWEST","70","TAYLOR","173","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","12,195,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","WEST CENTRAL","40","AUDUBON","009","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","19,715,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","WEST CENTRAL","40","CALHOUN","025","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","32,951,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","WEST CENTRAL","40","CARROLL","027","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","37,498,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","WEST CENTRAL","40","CRAWFORD","047","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","42,322,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","WEST CENTRAL","40","GREENE","073","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","33,154,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","WEST CENTRAL","40","GUTHRIE","077","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","20,125,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","WEST CENTRAL","40","HARRISON","085","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","30,149,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","WEST CENTRAL","40","IDA","093","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","26,482,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","WEST CENTRAL","40","MONONA","133","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","29,894,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","WEST CENTRAL","40","SAC","161","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","34,140,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","WEST CENTRAL","40","SHELBY","165","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","31,794,000",""
"SURVEY","2018","YEAR","","COUNTY","IOWA","19","WEST CENTRAL","40","WOODBURY","193","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","40,703,000",""
"SURVEY","2017","YEAR","","COUNTY","IOWA","19","CENTRAL","50","BOONE","015","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","30,284,000",""
"SURVEY","2017","YEAR","","COUNTY","IOWA","19","CENTRAL","50","DALLAS","049","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","24,894,000",""
"SURVEY","2017","YEAR","","COUNTY","IOWA","19","CENTRAL","50","GRUNDY","075","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","34,774,000",""
"SURVEY","2017","YEAR","","COUNTY","IOWA","19","CENTRAL","50","HAMILTON","079","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","37,411,000",""
"SURVEY","2017","YEAR","","COUNTY","IOWA","19","CENTRAL","50","HARDIN","083","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","40,137,000",""
"SURVEY","2017","YEAR","","COUNTY","IOWA","19","CENTRAL","50","JASPER","099","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","34,965,000",""
"SURVEY","2017","YEAR","","COUNTY","IOWA","19","CENTRAL","50","MARSHALL","127","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","32,468,000",""
"SURVEY","2017","YEAR","","COUNTY","IOWA","19","CENTRAL","50","POLK","153","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","15,720,000",""
"SURVEY","2017","YEAR","","COUNTY","IOWA","19","CENTRAL","50","POWESHIEK","157","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","31,855,000",""
"SURVEY","2017","YEAR","","COUNTY","IOWA","19","CENTRAL","50","STORY","169","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","33,264,000",""
"SURVEY","2017","YEAR","","COUNTY","IOWA","19","CENTRAL","50","TAMA","171","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","36,617,000",""
"SURVEY","2017","YEAR","","COUNTY","IOWA","19","CENTRAL","50","WEBSTER","187","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","39,778,000",""
"SURVEY","2017","YEAR","","COUNTY","IOWA","19","EAST CENTRAL","60","BENTON","011","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","41,002,000",""
"SURVEY","2017","YEAR","","COUNTY","IOWA","19","EAST CENTRAL","60","CEDAR","031","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","34,183,000",""
"SURVEY","2017","YEAR","","COUNTY","IOWA","19","EAST CENTRAL","60","CLINTON","045","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","41,342,000",""
"SURVEY","2017","YEAR","","COUNTY","IOWA","19","EAST CENTRAL","60","IOWA","095","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","26,657,000",""
"SURVEY","2017","YEAR","","COUNTY","IOWA","19","EAST CENTRAL","60","JACKSON","097","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","22,875,000",""
"SURVEY","2017","YEAR","","COUNTY","IOWA","19","EAST CENTRAL","60","JOHNSON","103","","","00000000","","CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED","22,886,000",""
